season,section,division,mean_beneficial_fraction,mean_crop_water_deficit,mean_relative_water_deficit,mean_total_seasonal_biomass_production,mean_seasonal_yield,mean_crop_water_productivity,median_beneficial_fraction,median_crop_water_deficit,median_relative_water_deficit,median_total_seasonal_biomass_production,median_seasonal_yield,median_crop_water_productivity,min_beneficial_fraction,min_crop_water_deficit,min_relative_water_deficit,min_total_seasonal_biomass_production,min_seasonal_yield,min_crop_water_productivity,max_beneficial_fraction,max_crop_water_deficit,max_relative_water_deficit,max_total_seasonal_biomass_production,max_seasonal_yield,max_crop_water_productivity,std_beneficial_fraction,std_crop_water_deficit,std_relative_water_deficit,std_total_seasonal_biomass_production,std_seasonal_yield,std_crop_water_productivity,q25_beneficial_fraction,q25_crop_water_deficit,q25_relative_water_deficit,q25_total_seasonal_biomass_production,q25_seasonal_yield,q25_crop_water_productivity,q25_quantile,q75_beneficial_fraction,q75_crop_water_deficit,q75_relative_water_deficit,q75_total_seasonal_biomass_production,q75_seasonal_yield,q75_crop_water_productivity,q75_quantile
2022-2023,Elshawal_Al_Riyasa,Elshawal,0.76,0.23,0.77,2.08,1.27,0.37,0.77,0.23,0.77,1.97,1.2,0.37,0,0.03,0.48,0.13,0.08,0.2,0.89,0.52,0.97,5.6,3.43,0.56,0.07,0.1,0.1,1.06,0.65,0.05,0.73,0.15,0.69,1.16,0.71,0.33,0.25,0.81,0.31,0.85,2.91,1.78,0.4,0.75
2022-2023,El_waha,Elshawal,0.77,0.25,0.75,2.31,1.41,0.39,0.79,0.25,0.75,2.22,1.36,0.39,0.32,0.05,0.43,0.34,0.21,0.28,0.9,0.57,0.95,6.08,3.72,0.68,0.06,0.09,0.09,0.91,0.56,0.04,0.75,0.19,0.69,1.61,0.99,0.37,0.25,0.81,0.31,0.81,2.88,1.76,0.42,0.75
2022-2023,Ranjouk,Gabouga,0.74,0.25,0.75,2.18,1.33,0.37,0.77,0.25,0.75,2.17,1.33,0.37,0,0.02,0.49,0.05,0.03,0.06,0.9,0.51,0.98,5.44,3.33,0.55,0.1,0.08,0.08,0.86,0.53,0.05,0.72,0.19,0.69,1.57,0.96,0.34,0.25,0.8,0.31,0.81,2.76,1.69,0.4,0.75
2023-2024,57,Wad Elnaw,0.77,0.28,0.72,1.69,1.03,0.25,0.8,0.29,0.71,1.64,1,0.24,0.06,0.04,0.42,0.12,0.08,0.06,0.89,0.58,0.96,4.14,2.53,0.45,0.08,0.08,0.08,0.58,0.36,0.05,0.76,0.23,0.66,1.31,0.8,0.22,0.25,0.82,0.34,0.77,2.04,1.25,0.28,0.75
2023-2024,88,Elbasatna,0.78,0.28,0.72,1.86,1.14,0.28,0.8,0.29,0.71,1.78,1.09,0.27,0.02,0.04,0.45,0.06,0.04,0.06,0.88,0.55,0.96,4.45,2.72,0.43,0.1,0.08,0.08,0.65,0.4,0.05,0.76,0.24,0.67,1.43,0.87,0.24,0.25,0.83,0.33,0.76,2.28,1.39,0.32,0.75
2023-2024,Abdah_Fadul,Tabat,0.73,0.23,0.77,1.5,0.92,0.25,0.77,0.24,0.76,1.45,0.89,0.24,0,0.03,0.51,0.02,0.01,0.02,0.9,0.49,0.97,4.76,2.92,0.53,0.12,0.09,0.09,0.7,0.43,0.05,0.7,0.17,0.7,1.02,0.62,0.21,0.25,0.81,0.3,0.83,1.87,1.14,0.28,0.75
2023-2024,Abu_Gin,Kab_Elgidad,0.74,0.24,0.76,1.55,0.95,0.25,0.78,0.25,0.75,1.51,0.93,0.24,0,0.02,0.45,0.01,0,0.01,0.88,0.55,0.98,4.6,2.81,0.68,0.11,0.08,0.08,0.58,0.35,0.06,0.72,0.19,0.71,1.2,0.73,0.21,0.25,0.81,0.29,0.81,1.83,1.12,0.28,0.75
2023-2024,Abu_Hawa,Elhafair,0.76,0.22,0.78,1.57,0.96,0.29,0.78,0.22,0.78,1.52,0.93,0.27,0.2,0.04,0.48,0.22,0.14,0.18,0.88,0.52,0.96,3.97,2.43,0.57,0.07,0.06,0.06,0.52,0.32,0.06,0.74,0.18,0.74,1.2,0.74,0.24,0.25,0.8,0.26,0.82,1.89,1.15,0.32,0.75
2023-2024,Abu_Quta,Abd_ElMagid,0.75,0.2,0.8,1.3,0.8,0.26,0.8,0.21,0.79,1.32,0.81,0.24,0,0.01,0.47,0.01,0,0.01,0.9,0.53,0.99,5.08,3.11,0.61,0.13,0.08,0.08,0.58,0.35,0.06,0.74,0.14,0.74,0.94,0.57,0.22,0.25,0.82,0.26,0.86,1.63,1,0.28,0.75
2023-2024,Abu_Usher,Al_Gourashi,0.74,0.25,0.75,1.62,0.99,0.26,0.78,0.25,0.75,1.54,0.94,0.24,0,0.03,0.39,0.08,0.05,0.07,0.88,0.61,0.97,4.85,2.97,0.58,0.12,0.08,0.08,0.68,0.42,0.06,0.72,0.2,0.7,1.18,0.72,0.22,0.25,0.82,0.3,0.8,1.96,1.2,0.28,0.75
2023-2024,Affan,Matouri,0.75,0.26,0.74,1.68,1.03,0.26,0.77,0.26,0.74,1.59,0.97,0.25,0,0.03,0.42,0.08,0.05,0.1,0.89,0.58,0.97,4.53,2.77,0.53,0.09,0.08,0.08,0.63,0.39,0.06,0.73,0.21,0.7,1.28,0.78,0.22,0.25,0.81,0.3,0.79,1.99,1.22,0.29,0.75
2023-2024,Al_Awamrah,Abd_ElMagid,0.72,0.16,0.84,1.06,0.65,0.25,0.77,0.16,0.84,0.95,0.58,0.23,0,0.02,0.64,0,0,0,0.9,0.36,0.98,3.97,2.43,0.61,0.15,0.07,0.07,0.58,0.36,0.06,0.7,0.12,0.79,0.68,0.41,0.2,0.25,0.81,0.21,0.88,1.35,0.83,0.27,0.75
2023-2024,Al_Saadana,Turabi,0.74,0.25,0.75,1.61,0.99,0.25,0.78,0.26,0.74,1.57,0.96,0.24,0,0.03,0.48,0.01,0.01,0.01,0.87,0.52,0.97,4.49,2.75,0.6,0.12,0.08,0.08,0.64,0.39,0.06,0.71,0.19,0.69,1.18,0.72,0.21,0.25,0.81,0.31,0.81,1.96,1.2,0.28,0.75
2023-2024,Umm_Juha,Turabi,0.74,0.24,0.76,1.6,0.98,0.26,0.79,0.25,0.75,1.55,0.95,0.24,0,0.02,0.23,0.07,0.04,0.1,0.88,0.77,0.98,6.38,3.91,0.57,0.13,0.09,0.09,0.71,0.43,0.06,0.71,0.17,0.7,1.1,0.67,0.22,0.25,0.82,0.3,0.83,2.02,1.24,0.28,0.75
2023-2024,Turabi_Al_Riyasa,Turabi,0.73,0.25,0.75,1.61,0.98,0.25,0.78,0.25,0.75,1.57,0.96,0.24,0,0.02,0.46,0,0,0,0.87,0.54,0.98,4.3,2.63,0.62,0.13,0.08,0.08,0.64,0.39,0.05,0.71,0.2,0.69,1.18,0.72,0.21,0.25,0.81,0.31,0.8,1.99,1.22,0.28,0.75
2023-2024,Wad_Bala,Turabi,0.74,0.25,0.75,1.74,1.06,0.27,0.78,0.26,0.74,1.71,1.05,0.26,0,0.02,0.42,0,0,0,0.88,0.58,0.98,4.9,3,0.51,0.13,0.09,0.09,0.73,0.45,0.05,0.71,0.19,0.69,1.23,0.75,0.24,0.25,0.82,0.31,0.81,2.21,1.35,0.3,0.75
2023-2024,Fargin,Kab_Elgidad,0.75,0.21,0.79,1.44,0.88,0.26,0.79,0.22,0.78,1.43,0.88,0.25,0,0.02,0.54,0,0,0,0.89,0.46,0.98,4.72,2.89,0.65,0.12,0.08,0.08,0.64,0.39,0.06,0.72,0.14,0.73,0.98,0.6,0.22,0.25,0.82,0.27,0.86,1.85,1.13,0.29,0.75
2023-2024,Abd_ElMagid_Al_Riyasa,Abd_ElMagid,0.72,0.19,0.81,1.2,0.73,0.24,0.75,0.19,0.81,1.2,0.74,0.23,0,0.03,0.5,0.09,0.06,0.12,0.85,0.5,0.97,3.3,2.02,0.61,0.1,0.07,0.07,0.45,0.28,0.05,0.69,0.14,0.76,0.89,0.54,0.21,0.25,0.79,0.24,0.86,1.48,0.91,0.26,0.75
2023-2024,Fawar,Tabat,0.73,0.23,0.77,1.46,0.89,0.24,0.76,0.24,0.76,1.43,0.88,0.23,0,0.03,0.51,0.03,0.02,0.03,0.86,0.49,0.97,4.69,2.87,0.54,0.1,0.08,0.08,0.57,0.35,0.05,0.7,0.18,0.71,1.08,0.66,0.21,0.25,0.79,0.29,0.82,1.79,1.1,0.26,0.75
2023-2024,Abd_Elmagid,Surhan,0.75,0.21,0.79,1.45,0.89,0.27,0.78,0.21,0.79,1.39,0.85,0.25,0.19,0.02,0.58,0.14,0.08,0.17,0.87,0.42,0.98,4.8,2.94,0.59,0.09,0.08,0.08,0.6,0.36,0.06,0.73,0.15,0.73,1.04,0.64,0.23,0.25,0.81,0.27,0.85,1.8,1.1,0.29,0.75
2023-2024,Surhan_Al_Riyasa,Surhan,0.75,0.26,0.74,1.66,1.02,0.25,0.78,0.27,0.73,1.65,1.01,0.24,0,0.04,0.51,0,0,0,0.9,0.49,0.96,4.29,2.63,0.57,0.1,0.08,0.08,0.57,0.35,0.05,0.72,0.21,0.68,1.29,0.79,0.22,0.25,0.81,0.32,0.79,2.01,1.23,0.27,0.75
2023-2024,Istarhna,Al_Gourashi,0.74,0.26,0.74,1.6,0.98,0.24,0.77,0.26,0.74,1.56,0.95,0.24,0,0.04,0.55,0.04,0.02,0.03,0.89,0.45,0.96,3.86,2.36,0.46,0.1,0.07,0.07,0.59,0.36,0.05,0.71,0.21,0.69,1.19,0.73,0.21,0.25,0.81,0.31,0.79,1.96,1.2,0.26,0.75
2023-2024,Al_Gourashi_Al_Riyasa,Al_Gourashi,0.75,0.27,0.73,1.66,1.02,0.24,0.79,0.28,0.72,1.63,1,0.23,0,0.04,0.35,0,0,0,0.88,0.65,0.96,4.61,2.82,0.49,0.11,0.08,0.08,0.61,0.37,0.05,0.73,0.22,0.67,1.28,0.78,0.21,0.25,0.82,0.33,0.78,2,1.22,0.26,0.75
2023-2024,El_Rukun,Tabat,0.75,0.26,0.74,1.64,1,0.25,0.77,0.26,0.74,1.6,0.98,0.23,0.08,0.04,0.46,0.18,0.11,0.12,0.89,0.54,0.96,4.41,2.7,0.45,0.09,0.08,0.08,0.66,0.4,0.05,0.72,0.21,0.68,1.2,0.73,0.21,0.25,0.81,0.32,0.79,1.97,1.2,0.27,0.75
2023-2024,Wad_El_Saiyid,Elmessellamia,0.76,0.27,0.73,1.72,1.05,0.26,0.79,0.27,0.73,1.7,1.04,0.25,0,0.04,0.54,0,0,0,0.89,0.46,0.96,4.1,2.51,0.44,0.1,0.08,0.08,0.63,0.39,0.05,0.73,0.21,0.68,1.31,0.8,0.22,0.25,0.82,0.32,0.79,2.1,1.29,0.28,0.75
2023-2024,Al_Firijab,Surhan,0.77,0.28,0.72,1.79,1.1,0.26,0.8,0.29,0.71,1.77,1.08,0.25,0.23,0.07,0.51,0.24,0.15,0.11,0.88,0.49,0.93,4.05,2.48,0.47,0.09,0.07,0.07,0.62,0.38,0.05,0.75,0.23,0.67,1.38,0.84,0.22,0.25,0.82,0.33,0.77,2.15,1.32,0.28,0.75
2023-2024,Tannub,Tabat,0.76,0.26,0.74,1.68,1.03,0.26,0.78,0.26,0.74,1.57,0.96,0.24,0,0.04,0.44,0.1,0.06,0.1,0.89,0.56,0.96,4.91,3,0.58,0.08,0.07,0.07,0.69,0.42,0.06,0.73,0.21,0.69,1.21,0.74,0.21,0.25,0.81,0.31,0.79,2.02,1.24,0.29,0.75
2023-2024,Tabat_Al_Riyasa,Tabat,0.77,0.3,0.7,2.03,1.24,0.27,0.8,0.31,0.69,1.94,1.19,0.26,0.22,0.07,0.46,0.33,0.2,0.13,0.88,0.54,0.93,4.81,2.94,0.47,0.08,0.08,0.08,0.7,0.43,0.05,0.76,0.26,0.65,1.55,0.95,0.23,0.25,0.82,0.35,0.74,2.46,1.51,0.3,0.75
2023-2024,Saad_Allah,Elmessellamia,0.76,0.27,0.73,1.81,1.11,0.27,0.78,0.27,0.73,1.72,1.05,0.26,0.05,0.04,0.49,0.13,0.08,0.13,0.89,0.51,0.96,4.48,2.74,0.44,0.09,0.07,0.07,0.69,0.42,0.06,0.73,0.22,0.68,1.34,0.82,0.23,0.25,0.81,0.32,0.78,2.21,1.35,0.31,0.75
2023-2024,Wad_ElBurr,Wad_ElBurr,0.76,0.28,0.72,1.9,1.16,0.27,0.79,0.29,0.71,1.83,1.12,0.26,0.08,0.03,0.39,0.16,0.1,0.1,0.86,0.61,0.97,4.48,2.74,0.44,0.09,0.08,0.08,0.69,0.42,0.05,0.74,0.24,0.66,1.43,0.88,0.23,0.25,0.81,0.34,0.76,2.33,1.43,0.3,0.75
2023-2024,Wad_Hilal,Wad_ElBurr,0.76,0.25,0.75,1.51,0.93,0.24,0.8,0.26,0.74,1.43,0.88,0.23,0,0.03,0.49,0.09,0.06,0.11,0.88,0.51,0.97,3.99,2.44,0.49,0.1,0.08,0.08,0.58,0.35,0.06,0.75,0.2,0.69,1.13,0.69,0.21,0.25,0.82,0.31,0.8,1.81,1.11,0.27,0.75
2023-2024,Elmessellamia_Al_Riyasa,Elmessellamia,0.77,0.32,0.68,2.18,1.33,0.28,0.79,0.33,0.67,2.07,1.27,0.27,0.38,0.1,0.51,0.54,0.33,0.19,0.88,0.49,0.9,4.24,2.59,0.43,0.07,0.07,0.07,0.69,0.42,0.05,0.75,0.28,0.64,1.67,1.02,0.24,0.25,0.82,0.36,0.72,2.67,1.64,0.32,0.75
2023-2024,Beika,Elmessellamia,0.76,0.29,0.71,1.91,1.17,0.27,0.79,0.3,0.7,1.85,1.14,0.26,0,0.05,0.43,0.09,0.05,0.08,0.88,0.57,0.95,4.43,2.71,0.47,0.09,0.08,0.08,0.68,0.41,0.05,0.74,0.25,0.66,1.46,0.89,0.23,0.25,0.82,0.34,0.75,2.32,1.42,0.3,0.75
2023-2024,Bortobeil,Elbasatna,0.78,0.29,0.71,1.83,1.12,0.26,0.8,0.3,0.7,1.71,1.04,0.25,0,0.04,0.41,0.06,0.04,0.06,0.9,0.59,0.96,4.48,2.74,0.5,0.09,0.07,0.07,0.65,0.4,0.06,0.76,0.25,0.66,1.37,0.84,0.22,0.25,0.82,0.34,0.75,2.2,1.35,0.3,0.75
2023-2024,Barakat_Al_Riyasa,Elbasatna,0.77,0.28,0.72,1.87,1.14,0.28,0.8,0.29,0.71,1.84,1.13,0.27,0,0.04,0.46,0.06,0.04,0.06,0.88,0.54,0.96,5.26,3.22,0.43,0.1,0.09,0.09,0.74,0.45,0.06,0.76,0.23,0.66,1.4,0.86,0.23,0.25,0.82,0.34,0.77,2.37,1.45,0.32,0.75
2023-2024,Wad_Figda,Hag Abdalla and North West Sennar,0.74,0.25,0.75,1.43,0.88,0.24,0.76,0.25,0.75,1.38,0.85,0.23,0.11,0.04,0.49,0.14,0.09,0.14,0.86,0.51,0.96,3.89,2.38,0.42,0.09,0.09,0.09,0.64,0.39,0.04,0.71,0.19,0.68,0.97,0.59,0.21,0.25,0.8,0.32,0.81,1.87,1.14,0.26,0.75
2023-2024,Al_Toman,Wad Elnaw,0.76,0.24,0.76,1.52,0.93,0.26,0.79,0.25,0.75,1.49,0.91,0.25,0,0.02,0.43,0.08,0.05,0.09,0.88,0.57,0.98,3.75,2.29,0.48,0.1,0.08,0.08,0.59,0.36,0.05,0.74,0.2,0.7,1.12,0.68,0.22,0.25,0.82,0.3,0.8,1.91,1.17,0.3,0.75
2023-2024,Hag_Abdalla,Hag Abdalla and North West Sennar,0.77,0.25,0.75,1.43,0.88,0.24,0.8,0.26,0.74,1.42,0.87,0.23,0.13,0.03,0.54,0.13,0.08,0.16,0.87,0.46,0.97,3.34,2.04,0.41,0.08,0.08,0.08,0.56,0.34,0.04,0.75,0.2,0.69,1.04,0.64,0.21,0.25,0.82,0.31,0.8,1.8,1.1,0.26,0.75
2023-2024,Wad_Elnaw_Al_Riyasa,Wad Elnaw,0.8,0.3,0.7,1.79,1.1,0.25,0.82,0.3,0.7,1.74,1.06,0.24,0.08,0.03,0.31,0.08,0.05,0.08,0.89,0.69,0.97,5.45,3.34,0.44,0.08,0.08,0.08,0.65,0.4,0.05,0.79,0.25,0.65,1.37,0.84,0.22,0.25,0.84,0.35,0.75,2.18,1.33,0.28,0.75
2023-2024,Hadad,Hag Abdalla and North West Sennar,0.78,0.29,0.71,1.74,1.06,0.26,0.79,0.3,0.7,1.68,1.03,0.25,0.36,0.05,0.45,0.21,0.13,0.17,0.89,0.55,0.95,3.79,2.32,0.38,0.06,0.07,0.07,0.59,0.36,0.04,0.76,0.26,0.66,1.41,0.86,0.23,0.25,0.81,0.34,0.74,2.06,1.26,0.28,0.75
2023-2024,Gundal,Hag Abdalla and North West Sennar,0.76,0.26,0.74,1.45,0.89,0.24,0.77,0.25,0.75,1.33,0.81,0.23,0.44,0.07,0.52,0.29,0.18,0.11,0.86,0.48,0.93,3.52,2.16,0.4,0.07,0.08,0.08,0.57,0.35,0.04,0.73,0.22,0.69,1.06,0.65,0.21,0.25,0.8,0.31,0.78,1.81,1.11,0.26,0.75
2023-2024,Fahal,El_Mukhtar,0.75,0.24,0.76,1.4,0.86,0.25,0.78,0.25,0.75,1.33,0.82,0.23,0.02,0.03,0.28,0,0,0,0.89,0.72,0.97,4.27,2.61,0.47,0.1,0.07,0.07,0.51,0.31,0.05,0.74,0.2,0.71,1.08,0.66,0.21,0.25,0.8,0.29,0.8,1.68,1.03,0.27,0.75
2023-2024,Hamadna_Allah,El_Mukhtar,0.76,0.25,0.75,1.46,0.89,0.24,0.79,0.26,0.74,1.39,0.85,0.23,0.04,0.03,0.38,0.09,0.06,0.1,0.89,0.62,0.97,4.3,2.63,0.52,0.1,0.07,0.07,0.5,0.31,0.06,0.75,0.21,0.7,1.14,0.7,0.2,0.25,0.82,0.3,0.79,1.72,1.06,0.27,0.75
2023-2024,Um_Degina,El_Mukhtar,0.76,0.27,0.73,1.63,0.99,0.25,0.79,0.27,0.73,1.54,0.94,0.24,0,0.03,0.35,0.06,0.03,0.04,0.89,0.65,0.97,5.32,3.26,0.49,0.1,0.08,0.08,0.6,0.37,0.05,0.74,0.22,0.68,1.23,0.76,0.22,0.25,0.82,0.32,0.78,1.96,1.2,0.27,0.75
2023-2024,Shaliee_Al_Riyasa,Shaliee,0.78,0.29,0.71,1.84,1.12,0.26,0.8,0.29,0.71,1.8,1.1,0.25,0,0.05,0.48,0.02,0.01,0.02,0.89,0.52,0.95,3.97,2.43,0.56,0.09,0.06,0.06,0.53,0.32,0.06,0.76,0.25,0.67,1.5,0.92,0.22,0.25,0.82,0.33,0.75,2.15,1.31,0.29,0.75
2023-2024,Wad_Elzain,Shaliee,0.78,0.28,0.72,1.71,1.05,0.25,0.8,0.29,0.71,1.69,1.03,0.24,0,0.03,0.39,0.04,0.03,0.04,0.89,0.61,0.97,4.88,2.98,0.55,0.07,0.07,0.07,0.53,0.32,0.05,0.76,0.24,0.67,1.38,0.84,0.22,0.25,0.83,0.33,0.76,2,1.22,0.27,0.75
2023-2024,Shandi,Shaliee,0.74,0.23,0.77,1.46,0.89,0.25,0.77,0.24,0.76,1.44,0.88,0.23,0,0.03,0.53,0.05,0.03,0.05,0.88,0.47,0.97,3.95,2.42,0.55,0.1,0.07,0.07,0.54,0.33,0.06,0.71,0.19,0.72,1.11,0.68,0.21,0.25,0.8,0.28,0.81,1.77,1.09,0.27,0.75
2023-2024,Elhurga_Nuraldin,Elhurga/Nuraldin,0.71,0.13,0.87,0.6,0.36,0.19,0.73,0.12,0.88,0.54,0.33,0.19,0.03,0.02,0.76,0.03,0.02,0.04,0.83,0.24,0.98,1.18,0.72,0.26,0.1,0.04,0.04,0.24,0.14,0.02,0.68,0.1,0.83,0.41,0.25,0.17,0.25,0.76,0.17,0.9,0.79,0.48,0.2,0.75
2023-2024,El_Sharqi_Al_Riyasa,Al Genied,0.74,0.21,0.79,1.32,0.81,0.25,0.78,0.21,0.79,1.3,0.8,0.25,0,0.03,0.61,0.03,0.02,0.03,0.86,0.39,0.97,4.03,2.46,0.46,0.12,0.07,0.07,0.55,0.34,0.05,0.71,0.15,0.74,0.94,0.57,0.22,0.25,0.81,0.26,0.85,1.7,1.04,0.28,0.75
2023-2024,El_Ariga,EL_Mansi,0.76,0.29,0.71,1.79,1.1,0.24,0.78,0.3,0.7,1.79,1.1,0.23,0.1,0.04,0.51,0.22,0.13,0.16,0.87,0.49,0.96,4.11,2.52,0.49,0.07,0.07,0.07,0.52,0.32,0.04,0.74,0.25,0.65,1.47,0.9,0.21,0.25,0.81,0.35,0.75,2.11,1.29,0.26,0.75
2023-2024,Shakir,EL_Mansi,0.74,0.24,0.76,1.54,0.94,0.26,0.77,0.25,0.75,1.51,0.92,0.24,0.02,0.03,0.49,0.02,0.01,0.02,0.87,0.51,0.97,4.41,2.7,0.58,0.09,0.07,0.07,0.55,0.34,0.05,0.72,0.19,0.71,1.19,0.73,0.22,0.25,0.8,0.29,0.81,1.85,1.13,0.28,0.75
2023-2024,EL_Nala,El_Tahameed,0.74,0.23,0.77,1.56,0.96,0.26,0.78,0.24,0.76,1.56,0.95,0.25,0,0.02,0.55,0,0,0,0.87,0.45,0.98,3.98,2.44,0.58,0.12,0.08,0.08,0.69,0.42,0.06,0.72,0.17,0.71,1.11,0.68,0.22,0.25,0.81,0.29,0.83,1.98,1.21,0.29,0.75
2023-2024,EL_Mansi_Al_Riyasa,EL_Mansi,0.76,0.28,0.72,1.74,1.06,0.25,0.79,0.29,0.71,1.73,1.06,0.24,0,0.04,0.44,0.05,0.03,0.04,0.88,0.56,0.96,5.06,3.1,0.56,0.09,0.08,0.08,0.52,0.32,0.05,0.75,0.24,0.67,1.41,0.86,0.22,0.25,0.82,0.33,0.76,2.04,1.25,0.27,0.75
2023-2024,El_Tahameed_Al_Riyasa,El_Tahameed,0.77,0.25,0.75,1.74,1.06,0.28,0.79,0.25,0.75,1.68,1.03,0.26,0.09,0.04,0.55,0.18,0.11,0.16,0.88,0.45,0.96,4.7,2.88,0.63,0.07,0.07,0.07,0.58,0.36,0.07,0.75,0.2,0.71,1.35,0.83,0.23,0.25,0.81,0.29,0.8,2.08,1.27,0.3,0.75
2023-2024,Tku,El_Tahameed,0.76,0.25,0.75,1.74,1.06,0.28,0.78,0.25,0.75,1.7,1.04,0.26,0.15,0.03,0.47,0.16,0.1,0.13,0.88,0.53,0.97,4.49,2.75,0.61,0.08,0.08,0.08,0.6,0.37,0.06,0.74,0.19,0.7,1.34,0.82,0.24,0.25,0.81,0.3,0.81,2.1,1.29,0.3,0.75
2023-2024,Al_Tarfa,Elfakhakhir,0.75,0.24,0.76,1.61,0.98,0.27,0.78,0.24,0.76,1.57,0.96,0.26,0,0.03,0.54,0,0,0,0.89,0.46,0.97,4.36,2.67,0.61,0.09,0.07,0.07,0.55,0.34,0.06,0.72,0.19,0.71,1.25,0.77,0.23,0.25,0.81,0.29,0.81,1.91,1.17,0.3,0.75
2023-2024,Al_Taayif,Elfakhakhir,0.76,0.27,0.73,1.66,1.01,0.25,0.79,0.28,0.72,1.63,1,0.24,0.02,0.03,0.36,0.02,0.02,0.02,0.88,0.64,0.97,4.97,3.04,0.54,0.09,0.07,0.07,0.48,0.29,0.06,0.74,0.23,0.68,1.36,0.83,0.21,0.25,0.82,0.32,0.77,1.93,1.18,0.27,0.75
2023-2024,Al_Krimit,Elfakhakhir,0.79,0.3,0.7,1.85,1.13,0.25,0.81,0.31,0.69,1.8,1.1,0.24,0,0.04,0.45,0,0,0,0.89,0.55,0.96,4.14,2.53,0.49,0.09,0.07,0.07,0.54,0.33,0.05,0.78,0.26,0.65,1.52,0.93,0.22,0.25,0.83,0.35,0.74,2.16,1.32,0.27,0.75
2023-2024,Hegeliga,Elhafair,0.77,0.25,0.75,1.47,0.9,0.24,0.8,0.26,0.74,1.42,0.87,0.22,0.07,0.04,0.41,0.14,0.08,0.12,0.88,0.59,0.96,4.74,2.9,0.54,0.08,0.06,0.06,0.45,0.27,0.05,0.76,0.21,0.71,1.18,0.72,0.2,0.25,0.82,0.29,0.79,1.71,1.05,0.25,0.75
2023-2024,Elfakhakhir_Al_Riyasa,Elfakhakhir,0.77,0.24,0.76,1.49,0.91,0.26,0.79,0.24,0.76,1.44,0.88,0.24,0,0.04,0.23,0,0,0,0.88,0.77,0.96,5.66,3.46,0.54,0.09,0.07,0.07,0.5,0.31,0.06,0.75,0.2,0.72,1.19,0.73,0.22,0.25,0.82,0.28,0.8,1.74,1.06,0.28,0.75
2023-2024,Matouri_Al_Riyasa,Matouri,0.76,0.24,0.76,1.47,0.9,0.26,0.78,0.24,0.76,1.43,0.87,0.24,0,0.04,0.4,0.01,0.01,0.01,0.9,0.6,0.96,4.93,3.02,0.55,0.09,0.07,0.07,0.55,0.34,0.06,0.73,0.19,0.72,1.1,0.67,0.22,0.25,0.81,0.28,0.81,1.76,1.08,0.28,0.75
2023-2024,El_Zafir,Elhafair,0.76,0.22,0.78,1.48,0.91,0.27,0.78,0.22,0.78,1.43,0.87,0.26,0,0.02,0.36,0.02,0.01,0.03,0.89,0.64,0.98,5.07,3.1,0.62,0.1,0.07,0.07,0.55,0.34,0.07,0.74,0.18,0.74,1.14,0.7,0.23,0.25,0.81,0.26,0.82,1.76,1.08,0.3,0.75
2023-2024,Elhafair_Al_Riyasa,Elhafair,0.72,0.16,0.84,1.17,0.72,0.29,0.75,0.16,0.84,1.17,0.71,0.28,0,0.02,0.69,0.08,0.05,0.12,0.88,0.31,0.98,2.83,1.73,0.55,0.12,0.06,0.06,0.53,0.32,0.06,0.69,0.11,0.79,0.79,0.49,0.25,0.25,0.8,0.21,0.89,1.53,0.94,0.31,0.75
2023-2024,Um_Suneita,Matouri,0.73,0.19,0.81,1.2,0.73,0.25,0.76,0.19,0.81,1.18,0.72,0.25,0.05,0.02,0.61,0.09,0.06,0.14,0.87,0.39,0.98,3.94,2.41,0.56,0.1,0.07,0.07,0.51,0.31,0.05,0.7,0.14,0.77,0.85,0.52,0.22,0.25,0.79,0.23,0.86,1.5,0.92,0.27,0.75
2023-2024,Disheinat,Matouri,0.76,0.23,0.77,1.48,0.91,0.27,0.78,0.23,0.77,1.43,0.88,0.25,0,0.03,0.43,0,0,0,0.91,0.57,0.97,4.35,2.66,0.54,0.08,0.06,0.06,0.49,0.3,0.06,0.73,0.19,0.73,1.16,0.71,0.22,0.25,0.81,0.27,0.81,1.76,1.08,0.29,0.75
2023-2024,Um_Gargor,Elshawal,0.78,0.3,0.7,2.05,1.25,0.28,0.79,0.31,0.69,1.98,1.21,0.27,0.37,0.11,0.36,0.47,0.29,0.15,0.88,0.64,0.89,4.27,2.61,0.42,0.06,0.07,0.07,0.59,0.36,0.04,0.76,0.26,0.65,1.66,1.02,0.25,0.25,0.81,0.35,0.74,2.43,1.49,0.3,0.75
2023-2024,Al_Gamosi,Gabouga,0.75,0.23,0.77,1.46,0.89,0.26,0.77,0.23,0.77,1.45,0.88,0.25,0,0.03,0.5,0,0,0,0.89,0.5,0.97,4.86,2.97,0.53,0.08,0.06,0.06,0.47,0.29,0.05,0.73,0.19,0.73,1.17,0.72,0.23,0.25,0.8,0.27,0.81,1.74,1.06,0.29,0.75
2023-2024,Gabouga,Gabouga,0.75,0.21,0.79,1.34,0.82,0.26,0.77,0.22,0.78,1.31,0.8,0.25,0,0.03,0.59,0.03,0.02,0.02,0.9,0.41,0.97,3.45,2.11,0.51,0.1,0.07,0.07,0.53,0.32,0.06,0.71,0.17,0.73,0.96,0.59,0.22,0.25,0.81,0.27,0.83,1.68,1.03,0.28,0.75
